OPERADOR,SERVICIO,MODALIDAD,LOCALIDAD,INDICATIVO,BLOQUE,RESOLUCION,FECHA
TELECOM ARGENTINA S.A.,SRCE,CPP,LA PLATA,221,4633,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,ARROYITO (PROV.  CORDOBA),3576,498,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,BELL VILLE,3537,47,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,AMBA,11,4506,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,AMBA,11,4507,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,AMBA,11,4760,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,AMBA,11,4505,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,AMBA,11,4509,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,CASILDA,3464,43,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,CASILDA,3464,47,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,BELL VILLE,3537,42,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,CHARADAI,3721,491,SC 2233/98,36070
TELECOM ARGENTINA S.A.,STM,CPP,JESUS MARIA,3525,64,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,AMBA,11,4891,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,CASILDA,3464,42,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,CHAMICAL,3826,4901,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,CHAMICAL,3826,4903,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,CAMPANA,3489,425,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,AMBA,11,4762,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,BOVRIL,3438,4992,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,CASILDA,3464,497,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,CHAMICAL,3826,42,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,CASILDA,3464,48,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,CHAMICAL,3826,482,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,ARROYITO (PROV.  CORDOBA),3576,493,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,AMBA,11,4765,SC 2233/98,36070
TELECOM ARGENTINA S.A.,STM,CPP,JOAQUIN V. GONZALEZ,3877,667,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,AMBA,11,4764,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,CANALS,3463,492,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,AMBA,11,4761,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,AMBA,11,4508,SC 2233/98,36070
COMPAÑIA DE RADIOCOMUNICACIONES MOVILES S.A.,SRMC,CPP,AMBA,11,4167,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,BELL VILLE,3537,497,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,AMBA,11,4898,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SBT,BASICA,AMBA,11,4763,SC 2233/98,36070
TELECOM ARGENTINA S.A.,SRCE,MPP,ROSARIO,341,4700,SC 2553/98,36130
TELECOM ARGENTINA S.A.,SRCE,MPP,ROSARIO,341,4702,SC 2553/98,36130
TELECOM ARGENTINA S.A.,SRCE,MPP,ROSARIO,341,4701,SC 2553/98,36130
TELECOM ARGENTINA S.A.,SRCE,MPP,ROSARIO,341,4703,SC 2553/98,36130
AMX ARGENTINA S.A.,STM,CPP,QUIMILI,3843,577,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,VILLA ANGELA,3735,589,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,VILLA ANGELA,3735,588,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,MERCEDES (PROV.  CORRIENTES),3773,506,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,HUMAHUACA,3887,558,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,PUERTO RICO,3743,547,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,IBARRETA,3716,507,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,FRIAS,3854,498,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,MERCEDES (PROV.  CORRIENTES),3773,507,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,RAMALLO,3407,583,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,VILLA CONSTITUCION,3400,581,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,DEAN FUNES,3521,480,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,PUERTO RICO,3743,548,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,MOISES VILLE,3409,560,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,VILLA DE MARIA DE RIO SECO,3522,515,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,MONTE CASEROS,3775,560,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,VILLA DEL ROSARIO (PROV.  CORDOBA),3573,514,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,VILLA DEL ROSARIO (PROV.  CORDOBA),3573,513,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,APOSTOLES,3758,567,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,CURUZU CUATIA,3774,462,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,CRUZ ALTA,3467,490,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,VILLA CONSTITUCION,3400,580,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,VERA,3483,585,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,CLORINDA,3718,508,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,PRESIDENCIA DE LA PLAZA,3734,490,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,SANTA TERESA (PROV.  SANTA FE),3460,584,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,HUMAHUACA,3887,472,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,IBARRETA,3716,490,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,BALNEARIA,3563,563,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,GENERAL JOSE DE SAN MARTIN,3725,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,JOAQUIN V. GONZALEZ,3877,458,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,SANTA ROSA DE CALAMUCHITA,3546,528,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,LA CARLOTA,3584,490,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,LA CARLOTA,3584,597,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,LA CARLOTA,3584,598,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,CHAMICAL,3826,541,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,CHAMICAL,3826,540,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,LA PAZ (PROV.  ENTRE RIOS),3437,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,RECREO (PROV.  CATAMARCA),3832,520,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,BANDERA,3857,578,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,BARRANCAS (PROV.  SANTA FE),3466,559,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,SAMPACHO,3582,593,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,SAMPACHO,3582,594,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,RECREO (PROV.  CATAMARCA),3832,462,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,ROSARIO DEL TALA,3445,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,SANTA MARIA (PROV.  CATAMARCA),3838,525,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,PUERTO RICO,3743,494,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,BARRANCAS (PROV.  SANTA FE),3466,550,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,QUIMILI,3843,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,CHAJARI,3456,578,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,VICUÑA MACKENNA,3583,596,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,VICUÑA MACKENNA,3583,595,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,RAMALLO,3407,462,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,GENERAL VILLEGAS,3388,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,JOAQUIN V. GONZALEZ,3877,554,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,RAMALLO,3407,582,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,PRESIDENCIA DE LA PLAZA,3734,585,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,VERA,3483,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,ADELIA MARIA,3585,490,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,TINOGASTA,3837,472,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,ACEBAL,3469,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,TRANCAS,3862,480,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,SAN JUSTO (PROV.  SANTA FE),3498,470,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,BURRUYACU,3894,517,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,CAFAYATE,3868,566,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,SALADAS,3782,472,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,OLIVA,3532,588,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,TAFI DEL VALLE,3867,490,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,CHAJARI,3456,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,VICUÑA MACKENNA,3583,482,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,SAN JOSE DE FELICIANO,3458,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,SAN JORGE (PROV.  SANTA FE),3406,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,VILLA ANGELA,3735,458,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,SAN JAVIER (PROV.  SANTA FE),3405,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,VILLA CONSTITUCION,3400,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,CAFAYATE,3868,567,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,FRIAS,3854,553,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,CAFAYATE,3868,458,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,BURRUYACU,3894,490,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,CANALS,3463,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,BOVRIL,3438,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,BOUCHARD,3387,482,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,BERNARDO DE IRIGOYEN,3741,490,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,BARRANCAS (PROV.  SANTA FE),3466,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,TERMAS DE RIO HONDO,3858,498,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,BALNEARIA,3563,490,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,AIMOGASTA,3827,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,SANTA MARIA (PROV.  CATAMARCA),3838,490,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,APOSTOLES,3758,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,SANTA ROSA DE CALAMUCHITA,3546,470,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,SANTA TERESA (PROV.  SANTA FE),3460,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,GENERAL JOSE DE SAN MARTIN,3725,588,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,SANTO TOME,3756,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,SUNCHALES,3493,458,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,VILLA DEL TOTORAL,3524,498,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,BANDERA,3857,480,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,ACEBAL,3469,587,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,VILLA DE MARIA DE RIO SECO,3522,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,BERNARDO DE IRIGOYEN,3741,545,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,BERNARDO DE IRIGOYEN,3741,546,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,ADELIA MARIA,3585,599,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,SAN JAVIER (PROV.  SANTA FE),3405,540,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,SAN JAVIER (PROV.  SANTA FE),3405,548,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,MORTEROS,3562,568,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,SAMPACHO,3582,462,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,MORTEROS,3562,569,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,AIMOGASTA,3827,542,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,ACEBAL,3469,586,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,COLON (PROV.  ENTRE RIOS),3447,576,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,COLON (PROV.  ENTRE RIOS),3447,577,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,SALSACATE,3542,462,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,HUMAHUACA,3887,557,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,PRESIDENCIA DE LA PLAZA,3734,587,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,OLIVA,3532,462,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,VILLA DEL TOTORAL,3524,527,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,ADELIA MARIA,3585,590,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,COLON (PROV.  ENTRE RIOS),3447,458,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,MONTEROS,3863,514,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,CHAMICAL,3826,470,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,VILLAGUAY,3455,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,NUEVA ESPERANZA,3861,512,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,CHARADAI,3721,482,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,CHARATA,3731,490,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,NOGOYA,3435,578,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,AIMOGASTA,3827,543,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,CLORINDA,3718,490,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,VILLA DEL ROSARIO (PROV.  CORDOBA),3573,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,BOVRIL,3438,558,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,BOUCHARD,3387,590,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,BOUCHARD,3387,597,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,SAN JOSE DE FELICIANO,3458,556,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,SAN JORGE (PROV.  SANTA FE),3406,562,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,VILLAGUAY,3455,557,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,VILLAGUAY,3455,558,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,GENERAL VILLEGAS,3388,526,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,CANALS,3463,586,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,LLAMBI CAMPBELL,3497,535,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,MONTE CASEROS,3775,490,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,TERMAS DE RIO HONDO,3858,554,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,ROSARIO DEL TALA,3445,574,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,SAN JUSTO (PROV.  SANTA FE),3498,537,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,TERMAS DE RIO HONDO,3858,555,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,TRANCAS,3862,513,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,MERCEDES (PROV.  CORRIENTES),3773,490,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,MORTEROS,3562,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,LA PAZ (PROV.  ENTRE RIOS),3437,557,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,TINOGASTA,3837,524,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,LAS VARILLAS,3533,589,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,LAS VARILLAS,3533,580,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,TAFI DEL VALLE,3867,515,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,DEAN FUNES,3521,525,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,MOISES VILLE,3409,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,CRUZ ALTA,3467,587,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,LORETO,3845,552,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,SUNCHALES,3493,567,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,SUNCHALES,3493,566,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,MONTEROS,3863,458,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,LLAMBI CAMPBELL,3497,480,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,LIBERTADOR GENERAL SAN MARTIN,3886,472,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,LORETO,3845,490,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,CHARATA,3731,583,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,LEANDRO N. ALEM (PROV.  MISIONES),3754,508,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,LA QUIACA,3885,472,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,LEANDRO N. ALEM (PROV.  MISIONES),3754,509,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,LEANDRO N. ALEM (PROV.  MISIONES),3754,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,LAS VARILLAS,3533,452,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,LA QUIACA,3885,568,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,LIBERTADOR GENERAL SAN MARTIN,3886,555,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,LA PAZ (PROV.  ENTRE RIOS),3437,556,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,CHARATA,3731,584,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,SANTO TOME,3756,568,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,CURUZU CUATIA,3774,566,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,ROSARIO DEL TALA,3445,575,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,SALSACATE,3542,579,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,SALADAS,3782,586,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,CHARADAI,3721,587,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,NUEVA ESPERANZA,3861,458,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,MPP,NOGOYA,3435,490,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,CURUZU CUATIA,3774,565,SC 2552/98,36130
AMX ARGENTINA S.A.,STM,CPP,DEAN FUNES,3521,526,SC 2552/98,36130
INDICOM S.A.,SAP,CPP,AMBA,11,4151,SC 2678/98,36147
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,INGENIERO JACOBACCI,2940,4997,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,AMBA,11,4125,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,AMBA,11,4127,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,AMBA,11,4123,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NEUQUEN,299,434,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,AMBA,11,4124,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NEUQUEN,299,485,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,ZAPALA,2942,498,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,ZAPALA,2942,4897,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,GENERAL ROCA (PROV.  RIO NEGRO),298,4479,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,VICTORICA,2338,4994,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,AMBA,11,4128,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,JACHAL,2647,4994,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,VICTORICA,2338,4993,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,AMBA,11,4129,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,AMBA,11,4122,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,USPALLATA,2624,4901,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,AMBA,11,4603,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,AMBA,11,4120,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MORENO,237,469,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,AMBA,11,4121,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,GENERAL ROCA (PROV.  RIO NEGRO),298,44992,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,AMBA,11,4126,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,443,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,462,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,SAN FRANCISCO DEL MONTE DE ORO,2651,4901,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,BAHIA BLANCA,291,4965,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,SAN FRANCISCO DEL MONTE DE ORO,2651,4905,SC 8997/99,36276
TELEFONICA MOVILES ARGENTINA S.A.,SRMC/STM/PCS,CPP,LA PLATA,221,400,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,441,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,SAN JUAN,264,4937,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,487,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,TRELEW,280,44909,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,SAN JUAN,264,4934,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,SAN JULIAN,2962,4902,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,434,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,AMBA,11,4130,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,AMBA,11,4132,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,SAN JUAN,264,4935,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,SAN MARTIN DE LOS ANDES,2972,4905,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,AMBA,11,4133,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,AMBA,11,4131,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,SAN MARTIN DE LOS ANDES,2972,4906,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERCEDES (PROV.  SAN LUIS),2657,445,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,TRELEW,280,44996,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,CHOS MALAL,2948,4802,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,CHOS MALAL,2948,4803,SC 8997/99,36276
TELECOM ARGENTINA S.A.,SRCE,CPP,ROSARIO,341,4693,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,CHOS MALAL,2948,4801,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NEUQUEN,299,4832,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,GENERAL ALVEAR (PROV.  MENDOZA),2625,4990,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NEUQUEN,299,4833,SC 8997/99,36276
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,GENERAL ALVEAR (PROV.  MENDOZA),2625,4997,SC 8997/99,36276
