OPERADOR,SERVICIO,MODALIDAD,LOCALIDAD,INDICATIVO,BLOQUE,RESOLUCION,FECHA
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,4898,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERCEDES (PROV.  BUENOS AIRES),2324,492,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,4991,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,4990,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,426,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,451,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,439,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,482,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,438,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,481,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,4893,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,4897,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,4892,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,4896,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,4907,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERLO (PROV.  BUENOS AIRES),220,476,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,4805,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,428,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,488,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,498,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,437,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,440,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,424,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,4992,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,447,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,452,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERCEDES (PROV.  BUENOS AIRES),2324,496,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,4900,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,445,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,427,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,431,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,493,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,444,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,4997,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERLO (PROV.  BUENOS AIRES),220,494,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,4905,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERLO (PROV.  BUENOS AIRES),220,492,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERLO (PROV.  BUENOS AIRES),220,495,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERLO (PROV.  BUENOS AIRES),220,497,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERLO (PROV.  BUENOS AIRES),220,485,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERLO (PROV.  BUENOS AIRES),220,486,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERCEDES (PROV.  SAN LUIS),2657,4993,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERLO (PROV.  BUENOS AIRES),220,483,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERCEDES (PROV.  SAN LUIS),2657,440,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERLO (PROV.  BUENOS AIRES),220,484,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERLO (PROV.  BUENOS AIRES),220,480,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERLO (PROV.  BUENOS AIRES),220,477,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERLO (PROV.  BUENOS AIRES),220,490,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERLO (PROV.  BUENOS AIRES),220,493,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,QUEMU QUEMU,2333,499,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERLO (PROV.  BUENOS AIRES),220,496,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERCEDES (PROV.  SAN LUIS),2657,449,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERCEDES (PROV.  BUENOS AIRES),2324,43,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERCEDES (PROV.  BUENOS AIRES),2324,48,SC 2233/98,36070
TELEFONICA MOVILES ARGENTINA S.A.,STM,CPP,PEHUAJO,2396,633,SC 2233/98,36070
TELEFONICA MOVILES ARGENTINA S.A.,STM,CPP,PEHUAJO,2396,634,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERCEDES (PROV.  BUENOS AIRES),2324,42,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERCEDES (PROV.  SAN LUIS),2657,441,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERCEDES (PROV.  SAN LUIS),2657,4992,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERCEDES (PROV.  SAN LUIS),2657,496,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,430,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERCEDES (PROV.  SAN LUIS),2657,42,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERCEDES (PROV.  SAN LUIS),2657,471,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERCEDES (PROV.  SAN LUIS),2657,43,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERCEDES (PROV.  SAN LUIS),2657,48,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERCEDES (PROV.  SAN LUIS),2657,442,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERCEDES (PROV.  SAN LUIS),2657,498,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERCEDES (PROV.  SAN LUIS),2657,472,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,484,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,494,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,485,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,486,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,496,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,487,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,483,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,473,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,470,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,495,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,480,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,4692,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,4691,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,488,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,475,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,474,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,494,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAIPU (PROV.  BUENOS AIRES),2268,42,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAGDALENA,2221,491,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAGDALENA,2221,48,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAGDALENA,2221,45,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAGDALENA,2221,490,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAGDALENA,2221,499,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAIPU (PROV.  BUENOS AIRES),2268,491,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,472,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAIPU (PROV.  BUENOS AIRES),2268,495,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,493,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAIPU (PROV.  BUENOS AIRES),2268,43,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAIPU (PROV.  BUENOS AIRES),2268,494,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAIPU (PROV.  BUENOS AIRES),2268,4902,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DE AJO,2257,42,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,491,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,492,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAIPU (PROV.  BUENOS AIRES),2268,492,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,435,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,436,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,497,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,425,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,450,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,448,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,423,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,477,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,422,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,421,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,496,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,449,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,420,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,458,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,446,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERLO (PROV.  BUENOS AIRES),220,481,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,459,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,465,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,432,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,482,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,499,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,476,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,451,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,481,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,429,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,478,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,4909,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MEDANOS (PROV.  BUENOS AIRES),2927,491,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MEDANOS (PROV.  BUENOS AIRES),2927,43,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MEDANOS (PROV.  BUENOS AIRES),2927,4901,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,491,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,492,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MENDOZA,261,495,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,490,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MAR DEL PLATA,223,489,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PERGAMINO,2477,4805,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PIGÜE,2923,495,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PEHUAJO,2396,498,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PEHUAJO,2396,499,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PEHUAJO,2396,4801,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PEHUAJO,2396,489,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PERGAMINO,2477,43,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PEHUAJO,2396,47,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PERGAMINO,2477,42,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PEHUAJO,2396,496,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PERGAMINO,2477,4804,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PERITO MORENO,2963,491,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PERITO MORENO,2963,492,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PERITO MORENO,2963,43,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PERITO MORENO,2963,4901,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERLO (PROV.  BUENOS AIRES),220,482,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PERGAMINO,2477,44,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PEDRO LURO,2928,491,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,OLAVARRIA,2284,452,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,OLAVARRIA,2284,42,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,OLAVARRIA,2284,457,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,OLAVARRIA,2284,456,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,OLAVARRIA,2284,451,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,ORENSE,2982,497,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PEHUAJO,2396,484,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,ORENSE,2982,42,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PIGÜE,2923,497,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PEDRO LURO,2928,492,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PEDRO LURO,2928,494,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PEDRO LURO,2928,42,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PEHUAJO,2396,491,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PEHUAJO,2396,497,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PEHUAJO,2396,485,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,ORENSE,2982,48,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,QUEMU QUEMU,2333,496,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PIGÜE,2923,492,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PUNTA ALTA,2932,43,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PUNTA ALTA,2932,48,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PUNTA ALTA,2932,461,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,QUEMU QUEMU,2333,491,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,QUEMU QUEMU,2333,492,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PUNTA ALTA,2932,460,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,QUEMU QUEMU,2333,497,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PUNTA ALTA,2932,491,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,QUEMU QUEMU,2333,47,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,QUEMU QUEMU,2333,494,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,QUEMU QUEMU,2333,493,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,QUEMU QUEMU,2333,498,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,QUEMU QUEMU,2333,44,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,DOLORES (PROV.  BUENOS AIRES),2245,48,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,QUEMU QUEMU,2333,495,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PILAR (PROV.  BUENOS AIRES),230,443,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PIGÜE,2923,47,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PIGÜE,2923,493,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PIGÜE,2923,498,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PIGÜE,2923,490,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PIGÜE,2923,499,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PILAR (PROV.  BUENOS AIRES),230,4493,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PUNTA ALTA,2932,42,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PILAR (PROV.  BUENOS AIRES),230,4492,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,OLAVARRIA,2284,450,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PILAR (PROV.  BUENOS AIRES),230,442,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PILAR (PROV.  BUENOS AIRES),230,4498,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PILAR (PROV.  BUENOS AIRES),230,4451,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PILAR (PROV.  BUENOS AIRES),230,4450,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PILAR (PROV.  BUENOS AIRES),230,4462,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PINAMAR,2254,47,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,PILAR (PROV.  BUENOS AIRES),230,4494,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NECOCHEA,2262,42,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,OLAVARRIA,2284,44,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NAVARRO,2272,43,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NAVARRO,2272,498,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NAVARRO,2272,42,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NECOCHEA,2262,491,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NECOCHEA,2262,43,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MORENO,237,468,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NECOCHEA,2262,44,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MORENO,237,463,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NECOCHEA,2262,4991,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NEUQUEN,299,479,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NEUQUEN,299,441,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NEUQUEN,299,492,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NEUQUEN,299,443,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NEUQUEN,299,495,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NECOCHEA,2262,45,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MORENO,237,466,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MERLO (PROV.  BUENOS AIRES),220,489,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MIRAMAR (PROV.  BUENOS AIRES),2291,491,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MIRAMAR (PROV.  BUENOS AIRES),2291,43,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MIRAMAR (PROV.  BUENOS AIRES),2291,48,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MIRAMAR (PROV.  BUENOS AIRES),2291,42,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MIRAMAR (PROV.  BUENOS AIRES),2291,493,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MORENO,237,481,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MONTE,2271,42,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NEUQUEN,299,4820,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MORENO,237,485,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MORENO,237,486,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MORENO,237,487,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MORENO,237,483,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MORENO,237,484,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MORENO,237,462,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,MONTE,2271,44,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NEUQUEN,299,478,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NEUQUEN,299,477,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NEUQUEN,299,4901,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NEUQUEN,299,4903,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NEUQUEN,299,445,SC 2233/98,36070
TELEFONICA DE ARGENTINA S.A.,SBT,BASICA,NEUQUEN,299,444,SC 2233/98,36070
